time,coin,dir,px,sz,ntl,fee,closedPnl
09/08/2024 - 05:38:57,BTC,Close Long,61513,0.04366,2685.65758,0,401.947058
09/08/2024 - 05:38:57,BTC,Close Long,61513,1.0867,66846.1771,0,10004.48621
09/08/2024 - 05:39:00,BTC,Close Long,61513,0.00487,299.56831,0,44.834681
09/08/2024 - 05:39:03,BTC,Close Long,61513,0.002,123.026,0,18.4126
09/08/2024 - 05:39:12,BTC,Close Long,61513,0.001,61.513,0,9.2063
09/08/2024 - 05:39:14,BTC,Close Long,61513,0.00046,28.29598,0,4.234898
09/08/2024 - 05:39:43,BTC,Close Long,61428.75991013,0.26261,16131.80663999924,4.032949,2391.511204
09/08/2024 - 05:39:49,BTC,Close Long,61424,0.00488,299.74912,0,44.492424
09/08/2024 - 05:39:50,BTC,Close Long,61410.88397147,2.71416,166678.96484000504,41.669732,24668.542236
09/08/2024 - 05:49:11,ETH,Open Short,2675.18080021,85.6921,229241.86064967533,57.310459,-57.310459
09/08/2024 - 06:19:14,BTC,Close Long,61304,0.98431,60342.14024,0,8856.132363
09/08/2024 - 06:19:39,BTC,Close Long,61304,0.79769,48901.58776,0,7177.056237
09/08/2024 - 06:23:54,WLD,Open Short,1.85587774,32161.4,59687.626347236,14.921896,-14.921896
09/08/2024 - 08:08:02,WLD,Open Short,1.81395217,34567.8,62704.335822126006,15.676077,-15.676077
09/08/2024 - 08:27:03,WLD,Open Short,1.79340531,35668.3,63967.718618673,15.991921,-15.991921
09/08/2024 - 15:43:20,WLD,Open Short,1.77575734,36314.1,64485.029620493995,16.121252,-16.121252
09/08/2024 - 15:43:49,WLD,Open Short,1.77457985,36314.1,64442.270130885,16.110559,-16.110559
09/08/2024 - 15:44:05,WLD,Open Short,1.77186973,36314.1,64343.854562192995,16.085956,-16.085956
09/08/2024 - 15:55:28,ETH,Close Short,2629.8462674,33.695,88612.669980043,22.153165,1505.366955
09/08/2024 - 15:55:30,ETH,Close Short,2629.9,0.574,1509.5626,0,25.99072
09/08/2024 - 15:55:31,ETH,Close Short,2629.9,51.4231,135237.61069,0,2328.437968
09/08/2024 - 20:03:01,WLD,Close Short,1.70749569,36314.1,62006.169236229,15.501532,605.626268
09/08/2024 - 20:05:41,WLD,Close Short,1.69749086,36314.1,61642.852839126,15.410699,969.0333009999999
09/08/2024 - 22:44:16,WLD,Close Short,1.72138085,12791.2,22018.526728520003,5.50463,35.67213
09/08/2024 - 22:44:18,WLD,Close Short,1.7214,3938.3,6779.389620000001,0,12.60256
09/08/2024 - 22:44:18,WLD,Close Short,1.7214,3939.7,6781.79958,0,12.60704
10/08/2024 - 16:10:59,WLD,Close Short,1.76180794,119049.8,209742.882895412,52.43571,-4482.0335
10/08/2024 - 16:31:56,WLD,Open Short,1.76687426,36174.9,63916.499668074,15.97912,-15.97912
10/08/2024 - 16:32:05,WLD,Open Short,1.76676969,36174.9,63912.71685878101,15.978175,-15.978175
10/08/2024 - 16:32:19,WLD,Open Short,1.76622177,36174.9,63892.895907573,15.973213,-15.973213
10/08/2024 - 19:46:59,WLD,Close Short,1.73216903,36174.9,62661.04144334701,15.665246,23.077090000000002
10/08/2024 - 19:51:36,WLD,Close Short,1.73076095,36174.9,62610.104290155,15.652513,74.026803
10/08/2024 - 19:52:15,WLD,Close Short,1.73007532,36174.9,62585.301693468005,15.646315,98.835581
10/08/2024 - 19:59:29,WLD,Close Short,1.7308,9.6,16.615679999999998,0,0.023424
10/08/2024 - 19:59:33,WLD,Close Short,1.7308,7438.5,12874.5558,0,18.14994
10/08/2024 - 19:59:33,WLD,Close Short,1.7308,7422.6,12847.03608,0,18.111144
10/08/2024 - 19:59:37,WLD,Close Short,1.7308,7717.8,13357.96824,0,18.831432
10/08/2024 - 19:59:38,WLD,Close Short,1.7308,7759.2,13429.62336,0,18.932448
10/08/2024 - 20:00:01,WLD,Close Short,1.7308,4906.6,8492.343280000001,0,11.972104
10/08/2024 - 20:00:01,WLD,Close Short,1.7308,1798,3111.9784,0,4.38712
10/08/2024 - 20:00:02,WLD,Close Short,1.7308,3141.2,5436.788959999999,0,7.664528
10/08/2024 - 20:00:03,WLD,Close Short,1.7308,461.3,798.41804,0,1.125572
10/08/2024 - 20:00:03,WLD,Close Short,1.7308,113.8,196.96504,0,0.277672
10/08/2024 - 20:00:03,WLD,Close Short,1.7308,1147.1,1985.4006799999997,0,2.798924
10/08/2024 - 20:00:53,WLD,Close Short,1.7301,11105,19212.7605,0,34.8697
10/08/2024 - 20:00:53,WLD,Close Short,1.7301,15728.9,27212.56989,0,49.388746
10/08/2024 - 20:00:54,WLD,Close Short,1.7301,4623.9,7999.809389999999,0,14.519046
10/08/2024 - 20:00:57,WLD,Close Short,1.7301,11105,19212.7605,0,34.8697
10/08/2024 - 20:00:57,WLD,Close Short,1.7301,11105,19212.7605,0,34.8697
10/08/2024 - 20:01:03,WLD,Close Short,1.7301,39.4,68.16593999999999,0,0.123716
10/08/2024 - 20:01:03,WLD,Close Short,1.7301,216.9,375.25869,0,0.681066
10/08/2024 - 20:01:03,WLD,Close Short,1.7301,562,972.3162,0,1.76468
10/08/2024 - 20:01:03,WLD,Close Short,1.7301,535.6,926.64156,0,1.681784
10/08/2024 - 20:01:04,WLD,Close Short,1.7301,284.6,492.38646000000006,0,0.893644
10/08/2024 - 20:01:04,WLD,Close Short,1.7301,1670.5,2890.13205,0,5.24537
10/08/2024 - 20:01:05,WLD,Close Short,1.7301,1798,3110.7198,0,5.64572
10/08/2024 - 20:01:20,WLD,Close Short,1.7301,3844.2,6650.85042,0,12.070788
10/08/2024 - 20:01:20,WLD,Close Short,1.7301,284.6,492.38646000000006,0,0.893644
10/08/2024 - 20:01:20,WLD,Close Short,1.7301,8487,14683.358699999999,0,26.64918
10/08/2024 - 20:01:20,WLD,Close Short,1.7301,835.3,1445.1525299999998,0,2.622842
10/08/2024 - 20:01:30,WLD,Close Short,1.7301,614.4,1062.97344,0,1.929216
10/08/2024 - 20:01:36,WLD,Close Short,1.7301,993.9,1719.54639,0,3.120846
10/08/2024 - 20:01:37,WLD,Close Short,1.7301,952.6,1648.09326,0,2.991164
10/08/2024 - 20:01:40,WLD,Close Short,1.7301,667.4,1154.6687399999998,0,2.095636
10/08/2024 - 20:01:41,WLD,Close Short,1.7301,346.7,599.82567,0,1.088638
10/08/2024 - 20:01:45,WLD,Close Short,1.7301,348.3,602.59383,0,1.093662
10/08/2024 - 20:01:45,WLD,Close Short,1.7301,17588.3,30429.517829999997,0,55.227262
10/08/2024 - 20:01:45,WLD,Close Short,1.7301,572.9,991.1742899999999,0,1.798906
11/08/2024 - 11:18:25,WLD,Open Short,1.82739082,177357.2,324100.91914090404,81.025207,-81.025207
11/08/2024 - 14:49:31,POPCAT,Open Long,0.5953475,8413,5008.6585175,1.252161,-1.252161
11/08/2024 - 17:10:10,WLD,Close Short,1.76815549,177357.2,313595.106871028,78.398752,163.607762
11/08/2024 - 20:26:32,WLD,Close Short,1.70030234,12934.3,21992.220556261997,5.498054,889.783972
11/08/2024 - 20:48:44,kPEPE,Open Long,0.008106,123411,1000.3695660000001,0.250092,-0.250092
11/08/2024 - 21:24:29,WLD,Close Short,1.6736,11475.3,19205.06208,0,1100.710776
11/08/2024 - 21:24:33,WLD,Close Short,1.6736,178.6,298.90495999999996,0,17.131312
11/08/2024 - 21:24:33,WLD,Close Short,1.6736,11476.7,19207.40512,0,1100.845064
11/08/2024 - 21:24:34,WLD,Close Short,1.6736,178.7,299.07232,0,17.140904
11/08/2024 - 21:24:35,WLD,Close Short,1.6736,83.1,139.07616,0,7.970952
11/08/2024 - 21:24:36,WLD,Close Short,1.6736,597.5,999.976,0,57.3122
11/08/2024 - 21:24:37,WLD,Close Short,1.6736,6958.4,11645.578239999999,0,667.449728
11/08/2024 - 21:24:37,WLD,Close Short,1.6736,488.5,817.5536,0,46.85692
12/08/2024 - 00:49:09,WLD,Close Short,1.6531,4839.2,7999.68152,0,563.379664
12/08/2024 - 00:49:09,WLD,Close Short,1.6531,7346,12143.6726,0,855.22132
12/08/2024 - 00:49:09,WLD,Close Short,1.6531,14496.9,23964.825389999998,0,1687.729098
12/08/2024 - 00:49:10,WLD,Close Short,1.6531,284.6,470.47226000000006,0,33.133132
12/08/2024 - 00:49:10,WLD,Close Short,1.6531,542.6,896.97206,0,63.169492
12/08/2024 - 00:49:10,WLD,Close Short,1.6531,1094.8,1809.81388,0,127.456616
12/08/2024 - 00:49:10,WLD,Close Short,1.6531,493.9,816.46609,0,57.499838
12/08/2024 - 00:49:10,WLD,Close Short,1.6531,1440.6,2381.45586,0,167.714652
12/08/2024 - 01:30:45,WLD,Close Short,1.6327,6196.6,10117.188820000001,0,847.818812
12/08/2024 - 01:31:24,WLD,Close Short,1.6327,204.1,333.23407,0,27.924962
12/08/2024 - 01:31:24,WLD,Close Short,1.6327,141.3,230.70051000000004,0,19.332666
12/08/2024 - 01:31:24,WLD,Close Short,1.6327,4899.7,7999.7401899999995,0,670.376954
12/08/2024 - 01:31:25,WLD,Close Short,1.6327,90.2,147.26954,0,12.341164
12/08/2024 - 01:31:26,WLD,Close Short,1.6327,195.4,319.02958,0,26.734628
12/08/2024 - 01:31:26,WLD,Close Short,1.6327,6115.8,9985.266660000001,0,836.763756
12/08/2024 - 01:31:27,WLD,Close Short,1.6327,79.1,129.14657,0,10.822462
12/08/2024 - 01:31:28,WLD,Close Short,1.6327,5011.7,8182.6025899999995,0,685.700794
12/08/2024 - 01:31:28,WLD,Close Short,1.6327,216.8,353.96936000000005,0,29.662576
12/08/2024 - 01:31:28,WLD,Close Short,1.6327,6115.8,9985.266660000001,0,836.763756
12/08/2024 - 01:31:28,WLD,Close Short,1.6327,373.9,610.46653,0,51.156998
12/08/2024 - 03:23:59,WLD,Close Short,1.62284536,178381.1,289484.940446696,72.371215,26091.611677
12/08/2024 - 03:37:28,kPEPE,Open Long,0.00779366,13000000,101317.58,25.329392,-25.329392
12/08/2024 - 03:57:48,kPEPE,Close Long,0.00770928,2791466,21520.19300448,5.380048,-247.44256299999998
12/08/2024 - 03:58:17,kPEPE,Close Long,0.00770365,3440311,26502.95183515,6.625736,-324.3355
12/08/2024 - 03:58:21,kPEPE,Close Long,0.007702,50525,389.14355,0,-4.74935
12/08/2024 - 03:58:21,kPEPE,Close Long,0.007702,203786,1569.5597719999998,0,-19.155884
12/08/2024 - 03:58:21,kPEPE,Close Long,0.007702,76153,586.530406,0,-7.158382
12/08/2024 - 03:58:22,kPEPE,Close Long,0.007702,1038759,8000.521817999999,0,-97.643346
12/08/2024 - 03:58:22,kPEPE,Close Long,0.007702,532677,4102.6782539999995,0,-50.071638
12/08/2024 - 03:58:23,kPEPE,Close Long,0.007702,55641,428.54698199999996,0,-5.230254
12/08/2024 - 03:58:23,kPEPE,Close Long,0.007702,11979,92.262258,0,-1.126026
12/08/2024 - 03:58:23,kPEPE,Close Long,0.007702,3070002,23645.155403999997,0,-288.580188
12/08/2024 - 03:58:24,kPEPE,Close Long,0.007702,203786,1569.5597719999998,0,-19.155884
12/08/2024 - 03:58:26,kPEPE,Close Long,0.007702,76000,585.352,0,-7.144
12/08/2024 - 03:58:26,kPEPE,Close Long,0.007702,34000,261.868,0,-3.196
12/08/2024 - 03:58:30,kPEPE,Close Long,0.007702,101895,784.7952899999999,0,-9.57813
12/08/2024 - 05:49:18,kPEPE,Open Long,0.00779925,19619557,153017.82993225,38.254442,-38.254442
12/08/2024 - 09:03:52,kPEPE,Close Long,0.007865,1462147,11499.786155,2.874946,61.459522
12/08/2024 - 09:05:11,kPEPE,Close Long,0.00786274,6713124,52783.54859976,13.195889,267.03855599999997
12/08/2024 - 09:05:13,kPEPE,Close Long,0.007862,198509,1560.6777579999998,0,8.138869
12/08/2024 - 09:05:13,kPEPE,Close Long,0.007862,149971,1179.0720019999999,0,6.148811
12/08/2024 - 09:05:17,kPEPE,Close Long,0.007862,477036,3750.457032,0,19.558476
12/08/2024 - 09:05:17,kPEPE,Close Long,0.007862,477036,3750.457032,0,19.558476
12/08/2024 - 09:05:21,kPEPE,Close Long,0.007862,242021,1902.7691019999997,0,9.922861
12/08/2024 - 09:07:28,kPEPE,Close Long,0.007872,1016325,8000.5104,0,51.832575
12/08/2024 - 09:07:40,kPEPE,Close Long,0.007872,74479,586.2986880000001,0,3.798429
12/08/2024 - 09:08:15,kPEPE,Close Long,0.007872,63524,500.06092800000005,0,3.239724
12/08/2024 - 09:32:34,kPEPE,Close Long,0.007861,74454,585.2828939999999,0,2.97816
12/08/2024 - 09:32:34,kPEPE,Close Long,0.007861,69812,548.792132,0,2.79248
12/08/2024 - 09:32:35,kPEPE,Close Long,0.007861,74454,585.2828939999999,0,2.97816
12/08/2024 - 09:32:35,kPEPE,Close Long,0.007861,1017747,8000.509167,0,40.70988
12/08/2024 - 09:32:35,kPEPE,Close Long,0.007861,74454,585.2828939999999,0,2.97816
12/08/2024 - 09:32:36,kPEPE,Close Long,0.007861,307793,2419.560773,0,12.31172
12/08/2024 - 09:32:36,kPEPE,Close Long,0.007861,1017747,8000.509167,0,40.70988
12/08/2024 - 09:32:37,kPEPE,Close Long,0.007861,300825,2364.785325,0,12.033
12/08/2024 - 09:32:38,kPEPE,Close Long,0.007861,95180,748.20998,0,3.8072
12/08/2024 - 09:32:38,kPEPE,Close Long,0.007861,203786,1601.961746,0,8.15144
12/08/2024 - 09:32:39,kPEPE,Close Long,0.007861,203786,1601.961746,0,8.15144
12/08/2024 - 09:32:39,kPEPE,Close Long,0.007861,8398,66.016678,0,0.33592
12/08/2024 - 09:32:51,kPEPE,Close Long,0.007861,48048,377.705328,0,1.92192
12/08/2024 - 09:32:52,kPEPE,Close Long,0.007861,203786,1601.961746,0,8.15144
12/08/2024 - 09:32:53,kPEPE,Close Long,0.007861,159201,1251.479061,0,6.36804
12/08/2024 - 09:33:00,kPEPE,Close Long,0.007861,100000,786.1,0,4
12/08/2024 - 09:33:01,kPEPE,Close Long,0.007861,820786,6452.198746,0,32.83144
12/08/2024 - 09:33:01,kPEPE,Close Long,0.007861,438940,3450.50734,0,17.5576
12/08/2024 - 09:33:01,kPEPE,Close Long,0.007861,252602,1985.704322,0,10.10408
12/08/2024 - 09:33:07,kPEPE,Close Long,0.007861,1312060,10314.10366,0,52.4824
12/08/2024 - 09:33:07,kPEPE,Close Long,0.007861,246313,1936.266493,0,9.85252
12/08/2024 - 09:33:07,kPEPE,Close Long,0.007861,146313,1150.166493,0,5.85252
12/08/2024 - 09:33:07,kPEPE,Close Long,0.007861,477724,3755.388364,0,19.10896
12/08/2024 - 09:33:08,kPEPE,Close Long,0.007861,43704,343.557144,0,1.74816
12/08/2024 - 09:33:09,kPEPE,Close Long,0.007861,400929,3151.702869,0,16.03716
12/08/2024 - 09:33:09,kPEPE,Close Long,0.007861,21612,169.891932,0,0.86448
12/08/2024 - 09:33:09,kPEPE,Close Long,0.007861,59219,465.520559,0,2.36876
12/08/2024 - 09:33:09,kPEPE,Close Long,0.007861,46192,363.115312,0,1.84768
12/08/2024 - 09:33:10,kPEPE,Close Long,0.007861,2200,17.2942,0,0.088
12/08/2024 - 09:33:10,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:11,kPEPE,Close Long,0.007861,146313,1150.166493,0,5.85252
12/08/2024 - 09:33:12,kPEPE,Close Long,0.007861,34700,272.7767,0,1.388
12/08/2024 - 09:33:12,kPEPE,Close Long,0.007861,40466,318.103226,0,1.61864
12/08/2024 - 09:33:12,kPEPE,Close Long,0.007861,62800,493.6708,0,2.512
12/08/2024 - 09:33:13,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:14,kPEPE,Close Long,0.007861,277171,2178.841231,0,11.08684
12/08/2024 - 09:33:16,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:21,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:22,kPEPE,Close Long,0.007861,172366,1354.969126,0,6.89464
12/08/2024 - 09:33:23,kPEPE,Close Long,0.007861,83321,654.9863809999999,0,3.33284
12/08/2024 - 09:33:23,kPEPE,Close Long,0.007861,161861,1272.3893209999999,0,6.47444
12/08/2024 - 09:33:24,kPEPE,Close Long,0.007861,1017747,8000.509167,0,40.70988
12/08/2024 - 09:33:24,kPEPE,Close Long,0.007861,1295206,10181.614366,0,51.80824
12/08/2024 - 09:33:24,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:27,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:31,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:32,kPEPE,Close Long,0.007861,190000,1493.59,0,7.6
12/08/2024 - 09:33:33,kPEPE,Close Long,0.007861,46000,361.606,0,1.84
12/08/2024 - 09:33:34,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:36,kPEPE,Close Long,0.007861,60000,471.65999999999997,0,2.4
12/08/2024 - 09:33:36,kPEPE,Close Long,0.007861,40364,317.301404,0,1.61456
12/08/2024 - 09:33:37,kPEPE,Close Long,0.007861,750174,5897.117814,0,30.00696
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,3444725,27078.983225,0,137.789
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,812755,6389.0670549999995,0,32.5102
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,380979,2994.875919,0,15.23916
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,812755,6389.0670549999995,0,32.5102
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,238560,1875.32016,0,9.5424
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,1915708,15059.380588,0,76.62832
12/08/2024 - 09:33:38,kPEPE,Close Long,0.007861,346868,2726.729348,0,13.87472
12/08/2024 - 12:24:09,POPCAT,Close Long,0.51466,1501,772.5046600000001,0,-121.111187
12/08/2024 - 12:24:10,POPCAT,Close Long,0.51466,1261,648.98626,0,-101.746307
12/08/2024 - 12:24:21,POPCAT,Close Long,0.51466,30,15.4398,0,-2.42061
12/08/2024 - 12:24:25,POPCAT,Close Long,0.51466,30,15.4398,0,-2.42061
12/08/2024 - 12:24:29,POPCAT,Close Long,0.51466,30,15.4398,0,-2.42061
12/08/2024 - 12:24:29,POPCAT,Close Long,0.51466,3878,1995.85148,0,-312.904186
12/08/2024 - 13:10:48,BTC,Open Long,59019.613724,10,590196.1372400001,147.54901,-147.54901
12/08/2024 - 15:35:59,kPEPE,Close Long,0.00812208,9565629,77692.80398832,19.423185,478.730699
12/08/2024 - 15:35:59,kPEPE,Close Long,0.008121,984918,7998.519077999999,0,50.230818
12/08/2024 - 15:35:59,kPEPE,Close Long,0.008121,84841,688.993761,0,4.326891
12/08/2024 - 15:36:00,kPEPE,Close Long,0.008121,779808,6332.820768,0,39.770208
12/08/2024 - 15:36:00,kPEPE,Close Long,0.008121,135543,1100.744703,0,6.912693
12/08/2024 - 15:36:00,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:00,kPEPE,Close Long,0.008121,788182,6400.826022,0,40.197282
12/08/2024 - 15:36:01,kPEPE,Close Long,0.008121,788143,6400.509303,0,40.195293
12/08/2024 - 15:36:01,kPEPE,Close Long,0.008121,71568,581.203728,0,3.649968
12/08/2024 - 15:36:01,kPEPE,Close Long,0.008121,288943,2346.5061029999997,0,14.736093
12/08/2024 - 15:36:02,kPEPE,Close Long,0.008121,203786,1654.9461059999999,0,10.393086
12/08/2024 - 15:36:02,kPEPE,Close Long,0.008121,208249,1691.1901289999998,0,10.620699
12/08/2024 - 15:36:02,kPEPE,Close Long,0.008121,2708742,21997.693782,0,138.145842
12/08/2024 - 15:36:02,kPEPE,Close Long,0.008121,439353,3567.985713,0,22.407003
12/08/2024 - 15:36:03,kPEPE,Close Long,0.008121,30434,247.154514,0,1.552134
12/08/2024 - 15:36:03,kPEPE,Close Long,0.008121,113962,925.485402,0,5.812062
12/08/2024 - 15:36:03,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:03,kPEPE,Close Long,0.008121,104215,846.330015,0,5.314965
12/08/2024 - 15:36:04,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:04,kPEPE,Close Long,0.008121,367785,2986.781985,0,18.757035
12/08/2024 - 15:36:05,kPEPE,Close Long,0.008121,1402363,11388.589923,0,71.520513
12/08/2024 - 15:36:05,kPEPE,Close Long,0.008121,1402363,11388.589923,0,71.520513
12/08/2024 - 15:36:05,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:07,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:07,kPEPE,Close Long,0.008121,3610,29.31681,0,0.18411
12/08/2024 - 15:36:08,kPEPE,Close Long,0.008121,119470,970.21587,0,6.09297
12/08/2024 - 15:36:09,kPEPE,Close Long,0.008121,1770148,14375.371908,0,90.277548
12/08/2024 - 15:36:09,kPEPE,Close Long,0.008121,467454,3796.193934,0,23.840154
12/08/2024 - 15:36:09,kPEPE,Close Long,0.008121,123081,999.540801,0,6.277131
12/08/2024 - 15:36:09,kPEPE,Close Long,0.008121,12047,97.833687,0,0.614397
12/08/2024 - 15:36:10,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:10,kPEPE,Close Long,0.008121,102471,832.1669909999999,0,5.226021
12/08/2024 - 15:36:10,kPEPE,Close Long,0.008121,24691,200.515611,0,1.259241
12/08/2024 - 15:36:11,kPEPE,Close Long,0.008121,367785,2986.781985,0,18.757035
12/08/2024 - 15:36:11,kPEPE,Close Long,0.008121,143502,1165.3797419999999,0,7.318602
12/08/2024 - 15:36:11,kPEPE,Close Long,0.008121,16000,129.936,0,0.816
12/08/2024 - 15:36:11,kPEPE,Close Long,0.008121,2674312,21718.087752,0,136.389912
12/08/2024 - 15:36:12,kPEPE,Close Long,0.008121,8344,67.761624,0,0.425544
12/08/2024 - 15:36:12,kPEPE,Close Long,0.008121,367785,2986.781985,0,18.757035
12/08/2024 - 15:36:30,kPEPE,Close Long,0.00812557,849447,6902.241059790001,1.725559,45.476623000000004
12/08/2024 - 15:37:03,kPEPE,Close Long,0.008125,984737,8000.988125,0,54.160535
12/08/2024 - 15:37:03,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:07,kPEPE,Close Long,0.008125,4757,38.650625,0,0.261635
12/08/2024 - 15:37:07,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:09,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:11,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:12,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:14,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:15,kPEPE,Close Long,0.008125,123067,999.9193750000001,0,6.768685
12/08/2024 - 15:37:15,kPEPE,Close Long,0.008125,532043,4322.849375,0,29.262365
12/08/2024 - 15:37:16,kPEPE,Close Long,0.008125,41990,341.16875,0,2.30945
12/08/2024 - 15:37:16,kPEPE,Close Long,0.008125,16000,130,0,0.88
12/08/2024 - 15:37:16,kPEPE,Close Long,0.008125,122907,998.619375,0,6.759885
12/08/2024 - 15:37:16,kPEPE,Close Long,0.008125,132574,1077.16375,0,7.29157
12/08/2024 - 15:37:17,kPEPE,Close Long,0.008125,439370,3569.88125,0,24.16535
12/08/2024 - 15:37:17,kPEPE,Close Long,0.008125,96599,784.866875,0,5.312945
12/08/2024 - 15:37:17,kPEPE,Close Long,0.008125,122971,999.1393750000001,0,6.763405
12/08/2024 - 15:37:17,kPEPE,Close Long,0.008125,1060591,8617.301875000001,0,58.332505
12/08/2024 - 15:37:17,kPEPE,Close Long,0.008125,107395,872.584375,0,5.906725
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,21000,170.625,0,1.155
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,122966,999.09875,0,6.76313
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,1293141,10506.770625000001,0,71.122755
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,2801936,22765.73,0,154.10648
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,58166,472.59875,0,3.19913
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,41743,339.161875,0,2.295865
12/08/2024 - 15:37:18,kPEPE,Close Long,0.008125,390318,3171.3337500000002,0,21.46749
12/08/2024 - 15:37:19,kPEPE,Close Long,0.008125,122825,997.953125,0,6.755375
12/08/2024 - 15:37:19,kPEPE,Close Long,0.008125,18143,147.411875,0,0.997865
12/08/2024 - 15:37:19,kPEPE,Close Long,0.008125,2016550,16384.46875,0,110.91025
12/08/2024 - 15:51:12,POPCAT,Open Long,0.55408649,50000,27704.3245,6.926075,-6.926075
12/08/2024 - 15:52:35,kPEPE,Open Long,0.0082577,2728753,22533.2236481,5.633303,-5.633303
12/08/2024 - 15:52:36,kPEPE,Open Long,0.00826,282123,2330.33598,0,0
12/08/2024 - 15:52:36,kPEPE,Open Long,0.00826,267934,2213.13484,0,0
12/08/2024 - 15:52:37,kPEPE,Open Long,0.00826,1079548,8917.06648,0,0
12/08/2024 - 15:52:37,kPEPE,Open Long,0.00826,1285500,10618.23,0,0
12/08/2024 - 15:52:37,kPEPE,Open Long,0.00826,38389,317.09314,0,0
12/08/2024 - 15:52:37,kPEPE,Open Long,0.00826,363566,3003.05516,0,0
12/08/2024 - 15:52:37,kPEPE,Open Long,0.00826,83431,689.14006,0,0
12/08/2024 - 15:52:38,kPEPE,Open Long,0.00826,100569,830.69994,0,0
12/08/2024 - 15:52:38,kPEPE,Open Long,0.00826,16000,132.16,0,0
12/08/2024 - 15:52:38,kPEPE,Open Long,0.00826,3032060,25044.8156,0,0
12/08/2024 - 15:52:39,kPEPE,Open Long,0.00826,39576,326.89776,0,0
12/08/2024 - 15:52:39,kPEPE,Open Long,0.00826,333250,2752.645,0,0
12/08/2024 - 15:52:39,kPEPE,Open Long,0.00826,630182,5205.30332,0,0
12/08/2024 - 15:52:40,kPEPE,Open Long,0.00826,36938,305.10788,0,0
12/08/2024 - 15:52:40,kPEPE,Open Long,0.00826,58166,480.45116,0,0
12/08/2024 - 15:52:40,kPEPE,Open Long,0.00826,259782,2145.79932,0,0
12/08/2024 - 15:52:40,kPEPE,Open Long,0.00826,16000,132.16,0,0
12/08/2024 - 15:52:40,kPEPE,Open Long,0.00826,2669109,22046.84034,0,0
12/08/2024 - 15:52:41,kPEPE,Open Long,0.00826,43438,358.79788,0,0
12/08/2024 - 15:52:41,kPEPE,Open Long,0.00826,363566,3003.05516,0,0
12/08/2024 - 15:52:41,kPEPE,Open Long,0.00826,163998,1354.62348,0,0
12/08/2024 - 15:52:41,kPEPE,Open Long,0.00826,4540977,37508.47002,0,0
12/08/2024 - 15:52:41,kPEPE,Open Long,0.00826,158600,1310.036,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,268958,2221.59308,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,4175024,34485.69824,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,118276,976.95976,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,502822,4153.30972,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,157546,1301.32996,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,380199,3140.44374,0,0
12/08/2024 - 15:52:42,kPEPE,Open Long,0.00826,3458524,28567.40824,0,0
