time,coin,dir,px,sz,ntl,fee,closedPnl
19/07/2024 - 14:37:21,WLD,Close Short,2.611,20814.1,54345.6151,2.71728,-504.753372
19/07/2024 - 14:37:21,kSHIB,Close Short,0.01725,463755,7999.77375,0.399988,-76.45580799999999
19/07/2024 - 14:37:21,WLD,Close Short,2.611,19467.8,50830.425800000005,2.541521,-472.104857
19/07/2024 - 14:37:22,kSHIB,Close Short,0.01725,1422282,24534.364500000003,1.226718,-234.480966
19/07/2024 - 14:37:23,kSHIB,Close Short,0.01725,77866,1343.1885000000002,0.067159,-12.837183
19/07/2024 - 14:37:33,kSHIB,Close Short,0.01725,385535,6650.47875,0.332523,-63.560263
19/07/2024 - 14:37:33,kSHIB,Close Short,0.01725,381470,6580.357500000001,0.329017,-62.890097
19/07/2024 - 14:38:20,kSHIB,Close Short,0.0172671,5877942,101495.0123082,30.448492,-1094.939919
19/07/2024 - 14:38:21,kSHIB,Close Short,0.017278,1131437,19548.968486,0.977447,-218.21335100000002
19/07/2024 - 14:38:21,kSHIB,Close Short,0.017278,4103618,70902.31180400001,3.545112,-791.4397680000001
19/07/2024 - 14:38:21,kSHIB,Close Short,0.017278,2898019,50071.972282,2.503598,-558.9232460000001
19/07/2024 - 14:38:23,kSHIB,Close Short,0.017278,16194,279.799932,0.013989,-3.123237
19/07/2024 - 14:38:24,kSHIB,Close Short,0.017278,976611,16873.884858,0.843694,-188.353006
19/07/2024 - 14:38:24,kSHIB,Close Short,0.017278,463314,8005.139292000001,0.400256,-89.356544
19/07/2024 - 14:38:25,kSHIB,Close Short,0.017278,731219,12634.001882,0.6317,-141.025748
19/07/2024 - 14:38:27,kSHIB,Close Short,0.017278,54306,938.2990680000001,0.046914,-10.473666
19/07/2024 - 14:38:36,kSHIB,Close Short,0.017278,111721,1930.315438,0.096515,-21.546947
19/07/2024 - 14:38:36,kSHIB,Close Short,0.017278,56309,972.9069020000001,0.048645,-10.859973
19/07/2024 - 14:38:38,kSHIB,Close Short,0.017278,111721,1930.315438,0.096515,-21.546947
19/07/2024 - 14:38:40,kSHIB,Close Short,0.017278,56309,972.9069020000001,0.048645,-10.859973
19/07/2024 - 14:38:42,kSHIB,Close Short,0.017278,1218084,21046.055352000003,1.052302,-234.92443
19/07/2024 - 14:41:35,BTC,Close Long,64049.13228094,6.43615,412229.82272997196,123.668929,201.564411
19/07/2024 - 14:54:26,WLD,Open Short,2.58605248,64217.5,166069.82513440002,49.820928,-49.820928
19/07/2024 - 14:56:34,kPEPE,Open Long,0.01141171,20967864,239279.18328744,71.783737,-71.783737
19/07/2024 - 15:34:32,WLD,Close Short,2.5771959,27535.6,70964.63542404,21.289386,222.513604
19/07/2024 - 15:34:32,WLD,Close Short,2.5774,383.6,988.69064,0.049434,3.268706
19/07/2024 - 15:34:32,WLD,Close Short,2.5774,3103.8,7999.73412,0.399986,26.447884000000002
19/07/2024 - 15:34:34,WLD,Close Short,2.5774,3894.1,10036.653339999999,0.501832,33.182133
19/07/2024 - 15:34:34,WLD,Close Short,2.5774,751.1,1935.88514,0.096793,6.400222
19/07/2024 - 15:34:35,WLD,Close Short,2.5774,371.6,957.76184,0.047888,3.166452
19/07/2024 - 15:34:35,WLD,Close Short,2.5774,633.1,1631.75194,0.081587,5.394728
19/07/2024 - 15:34:35,WLD,Close Short,2.5774,3894.1,10036.653339999999,0.501832,33.182133
19/07/2024 - 15:34:35,WLD,Close Short,2.5774,2499.9,6443.24226,0.322162,21.301973
19/07/2024 - 15:34:35,WLD,Close Short,2.5774,865.8,2231.5129199999997,0.111575,7.3775949999999995
19/07/2024 - 15:34:36,WLD,Close Short,2.5774,14978.1,38604.55494,1.930227,127.630338
19/07/2024 - 15:34:36,WLD,Close Short,2.5774,5306.7,13677.48858,0.683874,45.219080999999996
19/07/2024 - 15:47:10,kPEPE,Close Long,0.011468,244576,2804.7975680000004,0.140239,-31.445967
19/07/2024 - 15:47:10,kPEPE,Close Long,0.011468,99464,1140.653152,0.057032,-12.788424
19/07/2024 - 15:47:35,kPEPE,Close Long,0.011468,331687,3803.786516,0.190189,-42.646125
19/07/2024 - 15:47:36,kPEPE,Close Long,0.011468,681698,7817.712664000001,0.390884,-87.648228
19/07/2024 - 15:47:36,kPEPE,Close Long,0.011468,3467607,39766.517076000004,1.988324,-445.84202
19/07/2024 - 15:47:37,kPEPE,Close Long,0.011468,27940,320.41592,0.01602,-3.59234
19/07/2024 - 15:47:37,kPEPE,Close Long,0.011468,76052,872.164336,0.043608,-9.778264
19/07/2024 - 15:47:37,kPEPE,Close Long,0.011468,312942,3588.8188560000003,0.17944,-40.236016
19/07/2024 - 16:06:22,kPEPE,Close Long,0.01144636,1867726,21378.66417736,6.413598,-285.89377299999995
19/07/2024 - 16:06:25,kPEPE,Close Long,0.011446,436596,4997.277816,0.249863,-65.73926300000001
19/07/2024 - 16:06:32,kPEPE,Close Long,0.011446,389519,4458.434474,0.222921,-58.650771
19/07/2024 - 16:06:32,kPEPE,Close Long,0.011446,396716,4540.811336,0.22704,-59.73444
19/07/2024 - 16:06:33,kPEPE,Close Long,0.011446,4378,50.110588,0.002505,-0.6592049999999999
19/07/2024 - 16:06:35,kPEPE,Close Long,0.011446,579944,6638.039024,0.331901,-87.32350100000001
19/07/2024 - 16:06:36,kPEPE,Close Long,0.011446,270537,3096.5665019999997,0.154828,-40.735378000000004
19/07/2024 - 16:06:36,kPEPE,Close Long,0.011446,532615,6096.31129,0.304815,-80.19706500000001
19/07/2024 - 16:06:36,kPEPE,Close Long,0.011446,333545,3817.75607,0.190887,-50.222637
19/07/2024 - 16:06:40,kPEPE,Close Long,0.011446,270537,3096.5665019999997,0.154828,-40.735378000000004
19/07/2024 - 16:07:00,kPEPE,Close Long,0.011446,159853,1829.677438,0.091483,-24.069433
19/07/2024 - 19:25:43,kPEPE,Close Long,0.011753,496133,5831.051149,0.291552,77.601329
19/07/2024 - 19:25:47,kPEPE,Close Long,0.011753,680706,8000.337618,0.400016,106.470826
19/07/2024 - 19:25:52,kPEPE,Close Long,0.011753,202384,2378.6191519999998,0.11893,31.655358
19/07/2024 - 19:25:52,kPEPE,Close Long,0.011753,680706,8000.337618,0.400016,106.470826
19/07/2024 - 19:25:53,kPEPE,Close Long,0.011753,77621,912.2796129999999,0.045613,12.140884
19/07/2024 - 19:25:53,kPEPE,Close Long,0.011753,333545,3920.154385,0.196007,52.170558
19/07/2024 - 19:25:53,kPEPE,Close Long,0.011753,1453328,17080.963983999998,0.854048,227.318448
19/07/2024 - 19:25:53,kPEPE,Close Long,0.011753,859355,10099.999315,0.504999,134.413736
19/07/2024 - 19:25:54,kPEPE,Close Long,0.011753,377201,4433.243353,0.221661,58.998896
19/07/2024 - 19:25:54,kPEPE,Close Long,0.011753,80987,951.840211,0.047592,12.667367
19/07/2024 - 19:50:12,kPEPE,Close Long,0.01198661,4151100,49757.616771,14.927282,1606.5492299999999
19/07/2024 - 20:02:59,kPEPE,Close Long,0.01193495,21217912,253234.71882439998,75.97038,7115.761542
19/07/2024 - 21:35:15,WLD,Open Short,2.75011188,34202.1,94059.601530948,28.217871,-28.217871
19/07/2024 - 21:37:10,WLD,Close Short,2.79027056,34202.1,95433.112720176,28.629926,-1402.205335
19/07/2024 - 21:54:10,BTC,Open Long,66386,0.0015,99.57900000000001,0.029873,-0.029873
19/07/2024 - 21:57:31,SOL,Open Long,170.68,0.58,98.9944,0.029698,-0.029698
19/07/2024 - 21:57:40,ETH,Open Long,3490,0.0286,99.81400000000001,0.029944,-0.029944
19/07/2024 - 21:57:55,kPEPE,Open Long,0.012257,8159,100.004863,0.030001,-0.030001
19/07/2024 - 21:58:11,WLD,Open Long,2.8982,34.5,99.98790000000001,0.029996,-0.029996
19/07/2024 - 21:58:27,LINK,Open Long,14.039,7.1,99.67689999999999,0.029903,-0.029903
19/07/2024 - 21:58:44,kSHIB,Open Long,0.017804,5616,99.987264,0.029996,-0.029996
20/07/2024 - 06:28:29,BTC,Close Long,66501,0.0015,99.75150000000001,0.029925,0.14257499999999998
20/07/2024 - 06:28:30,ETH,Close Long,3484.5,0.0286,99.6567,0.029897,-0.187197
20/07/2024 - 06:28:31,SOL,Close Long,169.58,0.58,98.3564,0.029506,-0.667506
20/07/2024 - 06:28:32,kPEPE,Close Long,0.012092,8159,98.65862800000001,0.029597,-1.3758320000000002
20/07/2024 - 06:28:33,LINK,Close Long,13.91,7.1,98.761,0.029628,-0.945528
20/07/2024 - 06:28:33,WLD,Close Long,2.7261,34.5,94.05045000000001,0.028215,-5.965665
20/07/2024 - 06:28:34,kSHIB,Close Long,0.017621,5616,98.959536,0.029687,-1.057415
20/07/2024 - 06:31:19,WLD,Open Short,2.7295,2575.8,7030.6461,2.109193,-2.109193
20/07/2024 - 06:42:48,WLD,Open Short,2.74366137,34098.5,93554.737224945,28.066413,-28.066413
20/07/2024 - 07:53:09,WLD,Close Short,2.7421207,1090,2988.911563,0.896672,-0.308832
20/07/2024 - 07:53:13,WLD,Close Short,2.7424,5.6,15.357439999999999,0.000767,0.000689
20/07/2024 - 07:53:14,WLD,Close Short,2.7424,937.9,2572.09696,0.128604,0.11524999999999999
20/07/2024 - 07:53:14,WLD,Close Short,2.7424,3686.2,10109.03488,0.505451,0.45296100000000006
20/07/2024 - 07:53:15,WLD,Close Short,2.7424,2917.1,7999.8550399999995,0.399992,0.35845399999999994
20/07/2024 - 07:53:17,WLD,Close Short,2.7424,2917.1,7999.8550399999995,0.399992,0.35845399999999994
20/07/2024 - 07:53:18,WLD,Close Short,2.7424,25120.4,68890.18496,3.444509,3.0867950000000004
20/07/2024 - 07:54:00,BTC,Open Long,66616,0.31659,21089.95944,6.326986,-6.326986
20/07/2024 - 07:56:43,kPEPE,Open Long,0.012102,385319,4663.130538,1.398938,-1.398938
20/07/2024 - 07:56:59,kPEPE,Open Long,0.01211065,3846110,46578.892071500006,13.973658,-13.973658
20/07/2024 - 07:58:54,BTC,Open Long,66613.80992636,3.42341,228046.3830400001,68.413905,-68.413905
20/07/2024 - 09:05:36,kPEPE,Close Long,0.01217,622985,7581.72745,2.274517,35.727568
20/07/2024 - 09:05:39,kPEPE,Close Long,0.01217,529281,6441.34977,0.322067,31.964074
20/07/2024 - 09:05:39,kPEPE,Close Long,0.01217,141797,1725.66949,0.086283,8.563334
20/07/2024 - 09:05:40,kPEPE,Close Long,0.01217,4821,58.67157,0.002933,0.29114799999999996
20/07/2024 - 09:05:43,kPEPE,Close Long,0.01217,109911,1337.61687,0.06688,6.637690999999999
20/07/2024 - 09:05:55,kPEPE,Close Long,0.01217,43742,532.34014,0.026617,2.641645
20/07/2024 - 09:05:59,kPEPE,Close Long,0.01217,147655,1796.96135,0.089848,8.917107
20/07/2024 - 09:05:59,kPEPE,Close Long,0.01217,125075,1522.16275,0.076108,7.553467
20/07/2024 - 09:06:03,kPEPE,Close Long,0.01217,384518,4679.58406,0.233979,23.221618999999997
20/07/2024 - 09:06:03,kPEPE,Close Long,0.01217,232050,2824.0485,0.141202,14.013848
20/07/2024 - 09:06:04,kPEPE,Close Long,0.01217,1595,19.41115,0.00097,0.09632500000000001
20/07/2024 - 09:06:10,kPEPE,Close Long,0.01217,3528,42.93576,0.002146,0.213062
20/07/2024 - 09:06:18,kPEPE,Close Long,0.01217,97350,1184.7495000000001,0.059237,5.879112999999999
20/07/2024 - 09:06:18,kPEPE,Close Long,0.01217,97385,1185.17545,0.059258,5.881227
20/07/2024 - 09:06:54,kPEPE,Close Long,0.012163,1433590,17436.75517,5.231025,72.182835
20/07/2024 - 09:07:05,kPEPE,Close Long,0.01215206,256146,3112.7015607599997,0.93381,10.096378000000001
20/07/2024 - 09:08:40,BTC,Close Long,66634,1.08264,72140.63376,3.60703,18.154034000000003
20/07/2024 - 09:08:40,BTC,Close Long,66634,0.78736,52464.94624,2.623247,13.202689
20/07/2024 - 23:36:19,BTC,Close Long,67279.98189305,1.87,125813.56614000352,37.744062,1207.829078
20/07/2024 - 23:48:06,BTC,Open Long,67480.44369835,14.79264,998213.9106699602,299.464156,-299.464156
20/07/2024 - 23:51:12,ETH,Open Long,3526.23207139,104.8171,369609.4196500927,110.882809,-110.882809
20/07/2024 - 23:59:06,kPEPE,Open Long,0.01235868,10774605,133159.8953214,39.947961,-39.947961
21/07/2024 - 06:37:10,kPEPE,Open Long,0.01214573,823587,10003.06533351,3.000918,-3.000918
21/07/2024 - 06:38:40,BTC,Open Long,67153,0.44674,29999.931220000002,8.999977,-8.999977
21/07/2024 - 12:10:58,BTC,Open Long,66798,0.41983,28043.80434,8.413141,-8.413141
21/07/2024 - 12:11:20,kPEPE,Open Long,0.01197342,4632216,55463.46769872,16.639033,-16.639033
21/07/2024 - 13:16:31,kPEPE,Open Long,0.01198053,6750924,80879.64750972,24.263887,-24.263887
21/07/2024 - 20:01:49,POPCAT,Open Long,0.979,20431,20001.949,6.000584,-6.000584
21/07/2024 - 21:02:05,kPEPE,Close Long,0.01228,90000,1105.2,0.05526,10.564739999999999
21/07/2024 - 21:02:39,kPEPE,Close Long,0.01228,651492,8000.32176,0.400016,76.47604000000001
21/07/2024 - 21:02:40,kPEPE,Close Long,0.01228,78045,958.3925999999999,0.047918,9.161392000000001
21/07/2024 - 21:02:40,kPEPE,Close Long,0.01228,449458,5519.344239999999,0.275967,52.760076999999995
21/07/2024 - 21:02:40,kPEPE,Close Long,0.01228,81189,997.00092,0.04985,9.530452
21/07/2024 - 23:25:22,kPEPE,Open Long,0.01204308,6290004,75751.02137232,22.725304,-22.725304
21/07/2024 - 23:39:03,WLD,Open Short,2.38196471,41938,99894.83600798,29.968444,-29.968444
21/07/2024 - 23:48:01,kPEPE,Open Long,0.01184462,844024,9997.14355088,2.999144,-2.999144
21/07/2024 - 23:56:40,WLD,Close Short,2.43371955,18943.3,46102.679551515,13.830799,-994.327401
21/07/2024 - 23:56:41,WLD,Close Short,2.4345,397.9,968.6875499999999,0.048434,-20.9541
21/07/2024 - 23:56:42,WLD,Close Short,2.4345,165.7,403.39664999999997,0.020169,-8.726047
21/07/2024 - 23:56:42,WLD,Close Short,2.4345,3285.8,7999.2801,0.399964,-173.035896
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,7392.8,17997.7716,0.899888,-389.31759999999997
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,144.6,352.02869999999996,0.017601,-7.614885
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,1000,2434.5,0.121725,-52.661725
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,1000,2434.5,0.121725,-52.661725
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,935,2276.2574999999997,0.113812,-49.238712
21/07/2024 - 23:56:45,WLD,Close Short,2.4345,8671.1,21109.79295,1.055489,-456.635083
21/07/2024 - 23:57:01,WLD,Close Short,2.4352,1.8,4.383360000000001,0.001315,-0.097147
21/07/2024 - 23:59:33,kPEPE,Open Long,0.01206357,4109202,49571.645971139995,14.871483,-14.871483
22/07/2024 - 00:01:56,kPEPE,Close Long,0.012212,740730,9045.79476,0.452288,69.176332
22/07/2024 - 00:01:58,kPEPE,Close Long,0.012212,418699,5113.152188,0.255657,39.102049
22/07/2024 - 00:01:58,kPEPE,Close Long,0.012212,411166,5021.159192,0.251057,38.39854699999999
22/07/2024 - 00:01:58,kPEPE,Close Long,0.012212,41667,508.83740400000005,0.025441,3.891257
22/07/2024 - 00:01:59,kPEPE,Close Long,0.012212,655120,8000.3254400000005,0.400016,61.181264
22/07/2024 - 00:02:00,kPEPE,Close Long,0.012212,361321,4412.452052000001,0.220622,33.743552
22/07/2024 - 00:02:00,kPEPE,Close Long,0.012212,85848,1048.375776,0.052418,8.017294000000001
22/07/2024 - 00:02:00,kPEPE,Close Long,0.012212,1599185,19529.24722,0.976461,149.346929
22/07/2024 - 00:02:00,kPEPE,Close Long,0.012212,107369,1311.1902280000002,0.065558,10.027128000000001
22/07/2024 - 00:02:00,kPEPE,Close Long,0.012212,363405,4437.90186,0.221895,33.938174999999994
22/07/2024 - 00:02:01,kPEPE,Close Long,0.012212,818933,10000.809796000001,0.50004,76.479662
22/07/2024 - 00:02:01,kPEPE,Close Long,0.012212,686561,8384.282932,0.419213,64.117521
22/07/2024 - 03:33:14,kPEPE,Close Long,0.01265648,4109202,52008.03292896,15.602398,2197.103843
22/07/2024 - 07:34:34,POPCAT,Open Long,0.91542418,2734,2502.76970812,0.750829,-0.750829
22/07/2024 - 11:51:43,WLD,Open Short,2.46565999,21241.3,52373.823545586994,15.712144,-15.712144
22/07/2024 - 11:58:49,WLD,Open Short,2.46642331,20419.2,50362.390851552,15.108712,-15.108712
22/07/2024 - 12:06:39,ETH,Open Long,3483.9,4.5,15677.550000000001,0.783877,-0.783877
22/07/2024 - 12:09:34,ETH,Open Long,3471.2,4.5,15620.4,0.78102,-0.78102
22/07/2024 - 12:13:02,WLD,Close Short,2.4638,1890,4656.582,0.232827,3.9818729999999998
22/07/2024 - 12:13:02,WLD,Close Short,2.4638,388.2,956.4471599999999,0.047822,0.8178639999999999
22/07/2024 - 12:13:03,WLD,Close Short,2.4638,3285.4,8094.56852,0.404727,6.921715
22/07/2024 - 12:13:03,WLD,Close Short,2.4638,2499.9,6159.25362,0.307962,5.266815
22/07/2024 - 12:13:03,WLD,Close Short,2.4638,593,1461.0334,0.073051,1.249339
22/07/2024 - 12:13:03,WLD,Close Short,2.4638,4203.3,10356.090540000001,0.517803,8.855556
22/07/2024 - 12:13:04,WLD,Close Short,2.4638,2779.4,6847.88572,0.342394,5.8556680000000005
22/07/2024 - 12:13:04,WLD,Close Short,2.4638,409.2,1008.18696,0.050409,0.862107
22/07/2024 - 12:13:04,WLD,Close Short,2.4638,22.7,55.928259999999995,0.002796,0.047825
22/07/2024 - 12:13:05,WLD,Close Short,2.4638,9659,23797.8442,1.189891,20.349679000000002
22/07/2024 - 12:13:05,WLD,Close Short,2.4638,7797.2,19210.74136,0.960537,16.427219
22/07/2024 - 12:13:07,WLD,Close Short,2.4638,3252.2,8012.7703599999995,0.400637,6.851769
22/07/2024 - 12:13:08,WLD,Close Short,2.4638,431.9,1064.11522,0.053205,0.909932
22/07/2024 - 12:13:08,WLD,Close Short,2.4638,165.5,407.7589,0.020387,0.348678
22/07/2024 - 12:13:09,WLD,Close Short,2.4638,132.6,326.69988,0.016334,0.279364
22/07/2024 - 12:13:09,WLD,Close Short,2.4638,4135.7,10189.53766,0.509476,8.713135000000001
22/07/2024 - 12:13:41,WLD,Close Short,2.4616,15.2,37.41631999999999,0.011224,0.056111999999999995
22/07/2024 - 12:14:04,WLD,Close Short,2.4657,0.1,0.24657,0.000073,-0.000039999999999999996
22/07/2024 - 12:37:13,POPCAT,Open Long,0.87372,1146,1001.28312,0.300384,-0.300384
22/07/2024 - 12:50:45,SOL,Open Long,178.32566692,26.84,4786.2609001328,1.435877,-1.435877
22/07/2024 - 12:50:53,SOL,Close Long,178.32,26.84,4786.1088,1.435832,-1.586136
22/07/2024 - 12:51:00,SOL,Open Short,178.32,26.84,4786.1088,1.435832,-1.435832
22/07/2024 - 12:51:14,SOL,Open Short,178.22257076,398.91,71094.7657018716,21.328426,-21.328426
22/07/2024 - 12:51:28,SOL,Open Short,178.25,128.71,22942.557500000003,6.882765,-6.882765
22/07/2024 - 13:06:47,SOL,Close Short,178.66,0.2,35.732,0.001786,-0.08706599999999999
22/07/2024 - 13:06:51,SOL,Close Short,178.66,0.29,51.81139999999999,0.00259,-0.126246
22/07/2024 - 13:06:52,SOL,Close Short,178.66,0.11,19.6526,0.000982,-0.047886
22/07/2024 - 13:06:55,SOL,Close Short,178.66,16.59,2963.9694,0.148198,-7.222174
22/07/2024 - 13:07:09,SOL,Close Short,178.66,13.56,2422.6296,0.121131,-5.903115
22/07/2024 - 13:07:10,SOL,Close Short,178.66,13.56,2422.6296,0.121131,-5.903115
22/07/2024 - 13:07:10,SOL,Close Short,178.66,70.01,12507.9866,0.625399,-30.477663000000003
22/07/2024 - 13:07:10,SOL,Close Short,178.66,205.58,36728.9228,1.836446,-89.495758
22/07/2024 - 13:07:11,SOL,Close Short,178.66,26.62,4755.9292000000005,0.237796,-11.588564
22/07/2024 - 13:07:11,SOL,Close Short,178.66,27.37,4889.9242,0.244496,-11.915064
22/07/2024 - 13:07:11,SOL,Close Short,178.66,13.56,2422.6296,0.121131,-5.903115
22/07/2024 - 13:07:11,SOL,Close Short,178.66,43,7682.38,0.384118,-18.719318
22/07/2024 - 13:07:11,SOL,Close Short,178.66,7.28,1300.6448,0.065032,-3.169224
22/07/2024 - 13:07:12,SOL,Close Short,178.66,45.37,8105.8042,0.40529,-19.751058
22/07/2024 - 13:07:12,SOL,Close Short,178.66,34.86,6228.0876,0.311403,-15.175707000000001
22/07/2024 - 13:07:12,SOL,Close Short,178.66,21.84,3901.9344,0.195096,-9.507672
22/07/2024 - 13:07:17,SOL,Close Short,178.66,0.19,33.9454,0.001697,-0.08271300000000001
22/07/2024 - 13:07:25,SOL,Close Short,178.66,2.62,468.0892,0.023404,-1.140572
22/07/2024 - 13:07:27,SOL,Close Short,178.66,0.23,41.0918,0.002054,-0.100126
22/07/2024 - 13:07:35,SOL,Close Short,178.66,1.91,341.2406,0.017062,-0.8314860000000001
22/07/2024 - 13:07:36,SOL,Close Short,178.66,9.7,1733.002,0.08665,-4.222729999999999
22/07/2024 - 13:07:44,SOL,Close Short,178.73,0.01,1.7872999999999999,0.000536,-0.0055
22/07/2024 - 16:41:50,kPEPE,Open Long,0.01212713,8325500,100964.420815,30.289319,-30.289319
22/07/2024 - 16:47:28,POPCAT,Open Long,0.89689677,14000,12556.55478,3.766964,-3.766964
22/07/2024 - 16:50:12,SOL,Open Short,179.96082108,555,99878.25569939999,29.963467,-29.963467
22/07/2024 - 17:17:28,kPEPE,Close Long,0.01223117,8325500,101830.605835,30.549161,487.02360799999997
22/07/2024 - 17:22:38,SOL,Close Short,180.72,11.13,2011.4136,0.10057,-8.550466
22/07/2024 - 17:22:39,SOL,Close Short,180.72,13.28,2399.9616,0.119998,-10.202174000000001
22/07/2024 - 17:22:44,SOL,Close Short,180.72,0.09,16.2648,0.000813,-0.069141
22/07/2024 - 17:22:45,SOL,Close Short,180.72,12.07,2181.2904,0.109064,-9.272608
22/07/2024 - 17:22:48,SOL,Close Short,180.72,68.26,12335.9472,0.616797,-52.439789
22/07/2024 - 17:22:48,SOL,Close Short,180.72,41.31,7465.5432,0.373276,-31.735828
22/07/2024 - 17:22:48,SOL,Close Short,180.72,40.04,7236.0288,0.361801,-30.760169
22/07/2024 - 17:22:48,SOL,Close Short,180.72,175.81,31772.3832,1.588619,-135.063571
22/07/2024 - 17:22:49,SOL,Close Short,180.72,47.35,8557.092,0.427854,-36.37597400000001
22/07/2024 - 17:22:49,SOL,Close Short,180.72,14.53,2625.8615999999997,0.131293,-11.162469
22/07/2024 - 17:22:49,SOL,Close Short,180.72,52.41,9471.535199999998,0.473576,-40.263248000000004
22/07/2024 - 17:22:49,SOL,Close Short,180.72,5.35,966.852,0.048342,-4.110062
22/07/2024 - 17:22:50,SOL,Close Short,180.72,22.08,3990.2976,0.199514,-16.96265
22/07/2024 - 17:22:50,SOL,Close Short,180.72,5.12,925.2864,0.046264,-3.9333679999999998
22/07/2024 - 17:22:50,SOL,Close Short,180.72,23.39,4227.0408,0.211352,-17.969040000000003
22/07/2024 - 17:22:50,SOL,Close Short,180.72,7.32,1322.8704,0.066143,-5.623487
22/07/2024 - 17:22:50,SOL,Close Short,180.72,15.46,2793.9312,0.139696,-11.876928000000001
22/07/2024 - 20:51:44,ETH,Open Long,3455.4879265,6.8083,23525.99844998995,7.057799,-7.057799
22/07/2024 - 20:52:05,ETH,Open Long,3456.46282362,40.6726,140583.3298399668,42.17499,-42.17499
22/07/2024 - 22:11:04,kPEPE,Open Long,0.01208486,9128063,110311.36342617999,33.093403,-33.093403
22/07/2024 - 23:07:49,kPEPE,Close Long,0.01219249,9128063,111293.81684687,33.388126,372.689553
23/07/2024 - 01:11:39,ETH,Close Long,3491.1,40.6726,141992.11386,42.597627,-523.754485
23/07/2024 - 04:21:53,kPEPE,Open Long,0.01191919,8293693,98854.10266866999,29.656228,-29.656228
23/07/2024 - 06:44:21,kPEPE,Close Long,0.012114,2313401,28024.539714,0,41.641218
23/07/2024 - 06:44:47,kPEPE,Close Long,0.012114,83395,1010.24703,0,1.50111
23/07/2024 - 06:44:47,kPEPE,Close Long,0.012114,911644,11043.655416,0,16.409592
23/07/2024 - 06:44:48,kPEPE,Close Long,0.012114,3510369,42524.610066,0,63.186642
23/07/2024 - 06:44:48,kPEPE,Close Long,0.012114,77621,940.300794,0,1.397178
23/07/2024 - 06:44:48,kPEPE,Close Long,0.012114,336057,4070.994498,0,6.049026
